file,meeting_title,theme,label,description,quote_text,speaker_mix,label_quote_jaccard,overlap_with_safety_label,generic_admin_label,safety_like_language,fidelity_score_0_2,review_notes
cc1e178e-afef-484c-8a75-f025a6f882ec.json,Cobalt Plant Industrial / Voxel pilot discussion,compliance_and_quality,Drone-based remote inspection and auditing,Integrate AI with drones to conduct remote site walkthroughs from the office to audit teams and inspect conditions.,"What about if we do have drones? If we do have drones, can you integrate the system to these drones? || it's a good idea that even from here, if we want to do like a tour or something and make sure that everything in place, I audit my team, I inspect if they're doing their job, I can, I come from here, from my office, I just fly this drone and I just go in my, in my, in my walkthrough.",customer_only,0.025,True,False,False,,
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,other,Restricted access behind registers and counters using rules/uniforms,"Detect non‑employees in restricted zones (e.g., registers, behind counters) using area/time rules and uniform detection to reduce internal theft.","registers? Nobody should be in the registers if you're not an employee, that kind of thing. Behind the counters. Would that be part of this, where you can set up just places and times maybe? || So the rule that I would think about is like, if someone's not wearing an apron, this is a no-pedestrian zone. || We've got a lot of employee theft for just, you know, you're sweeping the broom and the cash is laid out, right?",customer_only,0.06818181818181818,False,False,False,,
fc07344d-07f9-44b8-9cd2-5df1719a946d.json,"Voxel Training- Summit Span Solutions, Northpoint Site",asset_and_loss_prevention,Open door duration monitoring,Track open door duration events for operational awareness and process control.,"overreaching, ergonomic risks, obstruction for certain areas, open door duration, parking duration.",voxel_only,0.3,False,False,False,,
62a46298-0707-4ecf-b2a2-85b40e5ba070.json,Atlas Motive Operations Catchup,asset_and_loss_prevention,Lower workers’ comp premiums by demonstrating improved risk,Leverage the system to help drive lower insurance premiums in future renewals by improving losses and showing a stronger safety culture.,"For you, Harper, or even the guys at Willis, would this help drive, this type of system help drive a lower premium in the future as well, integrating this technology? || Well, I think the hope is that, yeah, you know, your losses improve, and as you become a better risk, yeah, your premiums will be lowered. || overall, if your losses are steadily getting better, then, you know, your premium will be favorable.",customer_only,0.07317073170731707,False,False,True,,
0511afa9-94d6-4a22-a384-11efbef34dfe.json,Voxel Legacy Drive Fabrication,adoption_and_enablement,Merchandising analytics: dwell/end-cap engagement,"Provide insights on where shoppers congregate and how they engage with end caps and sets, including pickup activity, to inform marketing and merchandising decisions.","what areas of the store are being congregated the most. || Where are our shoppers spending the most time when they're in a store location, right? || if I set this end cap that had all this merchandise, tracking the sales of that, tracking how many people are drawn based on the From marketing to that end cap to drive a sale. || How many are picking up from that location?",customer_only,0.05128205128205128,False,False,True,,
d5d1c152-b84d-44a3-9ee7-03f31409463c.json,Voxel - Innovation Talk Overview,workflow_and_accountability,Conversational AI overlay for customs platform,Develop a conversational AI interface on top of the existing customs services platform to improve user interaction.,And then we're also looking at developing like almost like a conversational AI overlay. || to our existing platform that they have for custom services.,customer_only,0.17647058823529413,False,False,False,,
ed7d25b7-2ff1-415d-b27e-fbc76f5084ca.json,Oak Motive Solutions / Voxel Bi-Weekly Sync,other,Maintenance window suppression (no incident capture during scheduled work),Configure the platform to suppress incident capturing during Sunday maintenance windows to reduce noise and false positives.,"So their normal maintenance day is on Sundays. || So we need to add that in to the, no incident capturing Sundays from. || 6A to 6P. || All right. I'll get that added in there.",mixed,0.09090909090909091,False,False,False,,
af1e5ada-5bd5-4ce2-951d-f679daeb15db.json,River Ridge Works | Voxel Sync,other,Integrate with existing cameras and minimize IT burden,"Need clarity on using existing (closed-loop) cameras and a simple, low-lift deployment to avoid purchasing new hardware and to address IT hesitations.","Apparently, they're looking at going away from those anyway, and they're closed loop, and there's some other stuff that they're telling me. || But they had some hesitation on doing certain things with their cameras, so it may be helpful. || They're tied back to our servers, and we're going to talk through it, but I thought they were trying to upgrade what we're doing, or what they're doing, and at least that's the sense I get, but I'm going to talk to them more this week, because my assumption from the beginning of this is, well, we'd be able to tag into whatever we have, and that saves a cost, except I don't want have to go out and buy a bunch of cameras that I didn't think about, and I know we have them, all my plants have them, so I just got to learn more about our IT side and what we need to do there. || We call it a standard phased method. || It's like three questions, several hours of their time. || And within several weeks, we have data flowing.",mixed,0.011111111111111112,False,False,False,,
512af163-fb6a-447d-a767-f0cbb22fca95.json,Voxel - Cobalt Ridge Fabrication,efficiency_and_operations,Conveyor congestion detection for operational efficiency,"Use cameras to detect conveyor backups (pile-ups, no movement) to intervene sooner, reduce downtime, and manage flow beyond safety prevention.","Is there anything where you guys can see where boxes are starting to back up and build a, like, start to build up in a certain line? || To sum that up, there is definitely an operational-efficiency opportunity in addition to the safety piece if material starts to pile up. || a heat map is extremely powerful when you're looking at it in a really busy area, know, sort of at full peak, full production, what do we need to focus on? And we have customers that use those, you know, day in, day out to identify operational bottlenecks",mixed,0.03636363636363636,False,False,True,,
9f23bf36-bb37-4f9f-bbe9-5d7a70759ea9.json,Bridge Mill Transport / Voxel Bi-Weekly Sync,reporting_and_analytics,Year-over-year incident trend reporting and comparison,Generate reports to see trends by area and compare incident volumes year-over-year to quantify improvement.,"see how we're trending in the different areas and see how there's some areas that we've seen notable improvements, some areas that we need to see improvement || is there any way you can tell me from last year, this month, how much, like we have 47,000 right now, but how much we had in the last year on this time? || I want to compare the number to this one that I have right now. || If you go into reports, that's available as well.",customer_only,0.022222222222222223,False,False,False,,
1268cde7-ca63-40df-8139-2f0c1907a21c.json,Voxel / South Track Dynamics Connect,video_and_investigation,Embed incident videos in presentation decks,Insert specific incident videos into slide decks so they play during presentations to showcase examples.,"be able to take a specific video and embed it... I want to showcase this one thing and put it in that, and then allow it to run as a video in the presentation mode, would be great. || if we can provide like a one click to do that, that would be, it sounds like that would be super helpful.",mixed,0.06896551724137931,False,False,False,,
9cf59bde-7476-40cd-98e0-1a29c45a536b.json,Peak Ridge Works + Voxel - Intro Call,video_and_investigation,Automate camera monitoring to save staff time,"They want AI to surface relevant events so employees don’t have to continuously watch video feeds, reducing time wasted on manual monitoring.","So instead of having, we don't have a, I'll call it dedicated person that looks at camera footage, but we have a lot of people that just stare at it and waste a bunch of time. || So I was proactively trying to, I guess, save some of that time. || Like, obviously, we have time savings, you know, from, like you said, you not having people watching cameras all the time.",mixed,0.07894736842105263,False,False,False,,
f3432b37-3049-414d-a90b-1df41934a165.json,Voxel Grit Stack Operations sync,compliance_and_quality,After-hours dock door open alert (lights off),Trigger an alert if building lights are off and a dock door remains open after hours.,"we want to fire an automatic alert if all lights go out in a building and a dock door is still open || So we can do open doors today. But we can add a separate rule that if the lights are turned off, for example, we can flag that.",mixed,0.2222222222222222,False,False,False,,
a1cd5278-e378-441c-a467-aeb78a5b4432.json,Union Track Dynamics / Voxel Monthly Sync,workflow_and_accountability,Site report and heatmap analytics to find hotspots by camera/time and track outcomes,"Leverage the site report to view 30‑day incident trends, drill into specific cameras, use heatmaps to locate hotspots, see hot times, and add markers to track post‑action outcomes.","So this automatically takes a 30-day view for the previous month. || You can see completed actions by type. || A 20-25% spike. || a lot of the events are happening within the first a few cameras. So Aisle Cluster B, Aisle Cluster C || I can open the heat map just to see where this is happening more specifically. || And it looks like, you know, typically Thursdays around 8 p.m.. Central are your hot days",voxel_only,0.0,False,False,False,,
62eb5dc9-c22f-4846-92dd-07743da36faf.json,Voxel Follow Up,adoption_and_enablement,Protect privacy via body blurring to support wider use,Enable anonymized video with body blurring so more users can engage with the platform without recognizing individuals.,We can even go into body blurring if we want them to anonymize completely so that there's no recognition of individuals.,voxel_only,0.125,False,True,False,,
dd077f4c-3e4b-46aa-9945-d8fd10877195.json,Voxel / Vale Bridge Systems Training,workflow_and_accountability,Action tracking and accountability for safety interventions,"Use the Actions workflow to assign responsible owners, add subscribers, set due dates, notify via email, track status through assigned/in progress/completed, and report on completion and impact on event volumes.","So that's really where actions comes into play, and it's a different way of assigning different video clips to folks to focus on specific coaching efforts, but it also gives you more prescriptive next steps with different suggested titles that we offer. || And then in addition, we do have due dates associated with those particular events. || So what this allows you to do if you're assigning something out to somebody is select yourself or a group of other people. || They'll get email notifications when the status gets changed, when it gets assigned. || Is there a way to run a report to see what's open, what's completed? || So what's been assigned, what's in progress is in the middle. || What's completed is on the right. || And there's a couple of things that I could note as well here on this page because it does give you user-by-user information about how many have been generated, who's completed what, what the average completion time is. || Because I think it'll be key for us to track things and moving forward. || there's a marker in your dashboard that goes over the data so you could see thereafter, like, what impact is this having? || Based on what you guys are doing, based on the platform insights, is that actually having an effect? the events going down in volume over time?",mixed,0.0,True,True,True,,
ab25c025-3c1d-4127-8784-51d4c905ea23.json,Stone Peak Manufacturing + Voxel Reconnect,reporting_and_analytics,Enterprise safety analytics and summary view,"Provide enterprise-wide analytics on frequency, location, and timing of events via a summary view for cross-site visibility and decision-making.","what we're pulling to the forefront for you guys is that enterprise visibility into how often, when, and where those things are happening. || for someone like you that oversees multiple facilities, as you go from one to many with Voxel, we have a summary view where all those sites feed into one, right? || And you have that common language of understanding that leading indicator of risk at any point in time.",voxel_only,0.06818181818181818,True,False,True,,
512af163-fb6a-447d-a767-f0cbb22fca95.json,Voxel - Cobalt Ridge Fabrication,asset_and_loss_prevention,Open door duration tracking for turn-time management,"Track dock door open durations during live unloads to monitor turn-time and coordinate staffing/scheduling, while also correlating with risk windows.","it's also possible to turn on open door duration so that if you knew your turnaround time was, for example, no more than, say, under an hour, you wanted the truck to turn around in, you could start the open door duration so you'd have some line of sight to when it's there longer. || And the turn time, like trailer load and unload, that's something we're tackling, like, operationally as well, right?",mixed,0.11904761904761904,False,False,False,,
ac14b2a4-2a18-45c0-9f6d-3956fb2f1e85.json,Jordan/Riley - Introduction,compliance_and_quality,Food hygiene PPE compliance (hair nets and beard nets),Monitor compliance with hair net and beard net requirements for food processing operations.,"We just did like hair nets and beard nets for some of our food, food processors.",voxel_only,0.3076923076923077,False,False,True,,
03a609d7-bd48-48aa-a708-650afb1d3a58.json,Orion Forge Industrial // Voxel,video_and_investigation,Conveyor jam/no-obstruction detection and root-cause review,Use no-obstruction zones and captured video clips to detect conveyor jams and review pre-event footage for diagnosis.,"No obstruction zones, no blocking, like fire exits. You can do that on conveyor belts. || Whatever the duration you want to track, and then when it violates it for like 15, 30 seconds, you get flagged. || once we have a jam eye, we have this trigger event that says, hey, you've got a jam, but I would wonder if there's an ability to go back in time and say, look, this is the five seconds before that jam that happened, right? || wonder if there is a, when we collect that information, if how long the video clip is",mixed,0.05555555555555555,False,True,False,,
1268cde7-ca63-40df-8139-2f0c1907a21c.json,Voxel / South Track Dynamics Connect,reporting_and_analytics,Report subscriptions and exports (PDF/CSV/PPT) for stakeholder sharing,"Subscribe to receive weekly summaries and export dashboards as PDFs, raw CSV data, or editable PowerPoint slides for broader reporting.","we also have options like subscriptions. So being able to say, hey, I want a weekly download of this information sent to my inbox. || the ability to export not only. Like a PDF format of this, but also the raw data || we're looking at three formats. The first being PDF... The second is that raw data exports... The third ... more of like a PowerPoint style export",voxel_only,0.07317073170731707,False,False,False,,
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,adoption_and_enablement,Use Voxel videos in training and explore LMS (Cornerstone) integration,Leverage detected clips for new‑employee training and explore integration with Cornerstone to track training assignments and completion.,"We use a learning management system called Cornerstone. Can this be tied into Cornerstone so we can keep track of training whenever we assign training? Is that a possibility? || New decks or presentations, they have like videos from Voxel, they use that for new employee training. || So you can use our videos for training, but the main purpose is like real-time risk detection and prevention.",customer_only,0.10256410256410256,False,True,False,,
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,asset_and_loss_prevention,No‑pedestrian zone and after‑hours presence monitoring for LP/security,"Use no‑pedestrian zones and time‑based rules to detect unauthorized presence, loitering, and potential shrink in areas like registers, docks, back rooms, and after hours.","No pedestrian zone. This could be used for safety or security. || From a safety perspective here, you're going to see this area right here where the rollers are, and they don't want anyone in the roller area. || Think about your loading docks, your back of buildings, some of those areas where you could potentially have loitering as an issue. You could have some shrink, et cetera.",customer_only,0.07142857142857142,False,False,True,,
6a626eda-a54b-4bbc-a81d-8e11fd41428e.json,Riley/Cleo Check In,compliance_and_quality,Food safety PPE compliance (hair nets and beard nets),Monitor compliance with hair nets and beard nets for food safety and hygiene requirements.,"We also do hair nets and beard nets. || Those are obviously more food safety focused, though potentially relevant.",voxel_only,0.3125,False,False,True,,
3a43e278-01b9-4daf-9ee7-978f585cf978.json,(ext) Voxel | Falcon Point Fabrication (LP brief),efficiency_and_operations,Operational productivity and safety program efficiency gains,"Improve operational productivity by reducing lost time and identify efficiency gains in administering safety programs, correlating pre- and post-implementation costs.","From an operational standpoint, you know, over time we can certainly prove out productivity gains. || Generally those are, you know, more related to workers being at work and not actually being out, you know, due to suffering a lost time injury. || But also we can generally identify savings around kind of like the efficiency gains associated with managing safety. || we're often able to, you know, correlate what the cost of that program was to administer in a pre and a post-Voxel state. || how can they be more efficient? || How can they be more productive?",voxel_only,0.10909090909090909,False,False,True,,
1ceceac2-19cc-44fe-98b7-0d94a06160d6.json,Harbor Harbor Supply // Voxel,asset_and_loss_prevention,Reduce shrink by detecting product damage from PIT impacts,Identify forklift collisions and near-misses that nick or damage product to address causes of shrink and product loss.,"Or they nick like a product, and that can also impact shrink. So that could be something that we can track as well.",voxel_only,0.10526315789473684,False,False,True,,
ac14b2a4-2a18-45c0-9f6d-3956fb2f1e85.json,Jordan/Riley - Introduction,efficiency_and_operations,Warehouse productivity via wearable device optimization,Improve picker throughput and reduce downtime by deploying Bluetooth wearables with hot-swappable battery packs.,"it was all Bluetooth compatible with an extra battery pack. || So you would just take out that little battery, replace it super, I think it would last like maybe like four to several hours. || So swapping a half of a battery kind of saved a lot of time, especially with them going back and forth and like, you know, little check stations that we have within the warehouses.",customer_only,0.0,False,False,False,,
096964ad-8b87-401e-933c-984c56c0da56.json,Gray Connect,other,Potential expansion to retail stores,Consider deploying Voxel beyond distribution centers into retail stores.,"I think it's a super smart and effective tool that I think we should use, I think, definitely at our DCs, but maybe in the stores too, which would be cool.",customer_only,0.05,False,False,False,,
62eb5dc9-c22f-4846-92dd-07743da36faf.json,Voxel Follow Up,reporting_and_analytics,Use heatmaps and claims data to target and validate impact,Combine dashboard heatmaps with workers’ comp data to prioritize areas and validate reductions over time for reporting and ROI.,"I know I can go into the dashboard today and see a heat map on overreaches in a certain area and say there's a hot spot. || Getting some injuries or claims around shoulder injuries or strains or repetitive motion, I think we can certainly hone in on where those incidents are occurring via the platform || Or if several months down the road, we would compare to see if our injuries by that type of accident are declining.",mixed,0.02040816326530612,False,False,False,,
909a8d56-b5dc-4b0e-aff9-d097d46a0a58.json,Field Span Transport / Voxel:  Pick up discussions and confirm next steps,other,Product condition and dwell-time detection,Leverage camera-based monitoring to detect products that are out of spec or left in the wrong place for too long to prevent spoilage and reduce downstream issues.,"You know, when it comes to tracking product damage or exploring camera-based monitoring in this area, one example is detecting when a product is out of spec or left where it should not be for too long. || Yeah, and claim-focused, right? || If you're finding something that's out of spec.",mixed,0.030303030303030304,False,False,False,,
be401ee4-de53-401a-b1ad-d26e3ae2d018.json,Jetty Steel Systems / Voxel Call,video_and_investigation,Data overload management via Boards and filtered default views,"Reduce data overload by creating Boards filtered by incident, camera, or shift, set as user defaults, and surface weekly top opportunities with a few representative clips.","there was just a load of stuff in there. It's like, well, what do we do with it, right?... make it more digestible? || we have the ability to create a board based on incident types, cameras, and also shifts... We can make boards a default for anyone... When I log into Voxel, I land right on the board. || This is a collection of two to four opportunities... I have just five video examples here. So forget thousands. It's just the top five.",mixed,0.0425531914893617,False,False,False,,
982938ec-9d24-4ef2-bb60-371bad4fc8f5.json,Mesa Span Solutions + Voxel Demo,efficiency_and_operations,Protect laser-guided vehicles (AGVs) from damage,Safeguard expensive laser-guided vehicles from damage caused by forklift operators to avoid costly downtime and repairs.,"the new laser-guided vehicles that were obviously expensive, but forklift drivers and operators potentially crashing into those or causing havoc with those or risk around those.",customer_only,0.125,False,False,True,,
03a609d7-bd48-48aa-a708-650afb1d3a58.json,Orion Forge Industrial // Voxel,efficiency_and_operations,Vehicle idling monitoring (ports),Monitor idling to enforce operational policies and reduce fuel/emissions alongside speeding enforcement.,"No speeding, no idling, suspended load when they're moving those, you know, those large boxes.",voxel_only,0.07142857142857142,False,False,True,,
62eb5dc9-c22f-4846-92dd-07743da36faf.json,Voxel Follow Up,reporting_and_analytics,Evaluate value using claims and injury trends,Assess program value by reviewing claims context alongside injury trends over time.,"That was one of the things that Doug wanted to get a better handle on. || an average work comp claim is about REDACTED to REDACTED. || And if we were to prevent a few injuries, at least with Plant City, it pays for itself || on average, REDACTED per injury, so two to three, two and a half to a few injuries avoided typically will pay for itself.",mixed,0.02702702702702703,False,True,True,,
ac14b2a4-2a18-45c0-9f6d-3956fb2f1e85.json,Jordan/Riley - Introduction,video_and_investigation,Driver exoneration using video evidence after a crash,Use in-vehicle video to exonerate drivers at the scene of a collision and reduce claims exposure.,"They called us and they're like, hey, we need to get some vintage. || We're so happy that we have Beacon Ridge Telematics. They was actually able to exonerate their driver right on the scene. || It had nothing to do with the driver. was the other driver that had a head-on collision with them.",customer_only,0.030303030303030304,True,False,True,,
1511c2ce-9507-4d8c-b99a-60e5bc21016f.json,Iron Forge Industrial | Voxel,adoption_and_enablement,Ongoing partnership and customer success support,"They want a partner that remains engaged after rollout, rather than a one-off tool.","Because that's what we're kind of, we're looking for a partner, not just, you know, a cool new toy at one site that we can show off to leadership, right? || it's not like you start using the product and then stop hearing from us; we stay involved to help you moving forward. || We have people who help make sure the setup is aligned, the goals are clear, and the reviews stay on track. || And then you have ongoing customer support after that as well.",mixed,0.04,False,True,False,,
be401ee4-de53-401a-b1ad-d26e3ae2d018.json,Jetty Steel Systems / Voxel Call,reporting_and_analytics,Heatmap-based prioritization of reviews,Use heatmaps and by-camera filters to focus reviews on hotspots without sifting through all incidents.,"what this allows you to do is, based on this information here for the last about a month in this camera view, you can see through the control box view where are these events happening the most. || that heat map is definitely a good one... it helps you, like you said, home in or focus on, from a priority perspective of just where is this happening the most?",mixed,0.0,False,True,False,,
37033189-bb15-419d-bd12-d9c07c44acbd.json,Impromptu Anchor Point Meetings Meeting,workflow_and_accountability,Skeleton overlay on action videos to aid review,Include human pose/skeleton overlays on action videos so reviewers can quickly understand what occurred.,"I actually want to thank you for finally adding the skeleton on the action videos or the assign action videos. || So when I get assignments and I don't see the skeleton, I get lost.",customer_only,0.15789473684210525,False,True,False,,
af1e5ada-5bd5-4ce2-951d-f679daeb15db.json,River Ridge Works | Voxel Sync,compliance_and_quality,AI governance and security compliance review,Any AI solution must pass an internal AI governance board review and complete security and AI questionnaires before proceeding.,"Like, I learned that we have an AI board now who review AI things. || we have basically a security and AI questionnaire. || And because it, it all, it all goes, I guess gets reviewed by them.",customer_only,0.09523809523809523,False,True,False,,
b5715671-0f5a-4f2a-9584-43420ff6ebc4.json,Cedar Field Materials // Voxel (Camera Assessment),workflow_and_accountability,Trial validation of detection and workflow integration,"During the trial, validate that Voxel detects the targeted events, that the platform and data workflows fit Cedar Field Materials’s processes, and establish an action plan based on identified opportunities.","It does, Voxel actually pick up the things that we say we're going to, so detection capabilities. || the trends and just getting the data in there, the interoperability with the platform, right? Making sure you like the way it works and that it fits with your workflow. || starting to put a plan in place for taking action on those opportunities for improvement.",voxel_only,0.05128205128205128,False,True,False,,
62eb5dc9-c22f-4846-92dd-07743da36faf.json,Voxel Follow Up,adoption_and_enablement,Broaden platform engagement via role-based access and targeted boards,Increase adoption by involving supervisors and broader teams with contributor roles and shift/incident-specific boards so each leader sees only relevant items and can review quickly.,"We've got six, eight, ten people with login that can come in, can make an observation, can give a positive comment, can maybe provide some insights on what they're seeing. || We now have a contributor role where they're only seeing what you guys want them to see. || Yesterday has had all cameras now on that board showing for pit to pit. || But we can separate it by shift. || Yeah, that may make it more manageable for, you know, if we're trying to push things down to leaders to say, hey, a leader's going to log in and he's only going to see things that impact his shift.",mixed,0.015151515151515152,False,True,False,,
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,video_and_investigation,Reduce time spent on manual observations,Use automated video analyses to quickly surface risk areas and save time compared to standing on the floor observing workers.,"within 10, 15 seconds of clicking on this, this use case in the platform, you're going to be able to target that area of concern very quickly. I'm going to save you time from, you know, standing out there all day and watching two, three people.",voxel_only,0.03125,False,False,False,,
7bd67fba-1240-4bfc-afeb-48f18488ad85.json,Quick Sync- Taylor @ Northern Chill Logistics,workflow_and_accountability,Advance notification of platform/UI changes,"Wants proactive communication about product changes (e.g., migration from resolutions to Actions) so he and his boss aren’t surprised.","Like, it makes me a little uncomfortable that I keep finding out about things like after it happens, you know what I mean? || maybe, you know, you could let me know a little bit ahead of time. || let my boss know because like, you know what I mean? || And I believe you had some other questions just about notifications and things of that nature.",mixed,0.0,False,False,False,,
096964ad-8b87-401e-933c-984c56c0da56.json,Gray Connect,asset_and_loss_prevention,Change management impact tracking and leadership storytelling,"Measure the effects of interventions with Voxel data and build a clear before/after story to present to leadership, including course corrections based on platform feedback.","It'd be really nice to have some data around, like, hey, we identified this issue of Zone Red. || Here are the steps we took. || Here's what the platform told us. || So actually implementing it, I think, is the next step, and I'll get with the steer co, and we can see what we can do to really push that in the next couple of weeks to actually measure what we're doing and get you guys a story to tell to leadership.",mixed,0.022222222222222223,False,False,False,,
6a0e07b5-9bef-4c88-80ad-9a732f2dbb91.json,Mason Line Supply / Voxel introduction,compliance_and_quality,Door open/propped duration monitoring,Alert when warehouse doors are left open or propped to reduce security exposure from unauthorized entry.,"This one's not just safety, but it's kind of a security element as well. When we see that the door is open for a certain amount of time, let's alert on that. Let's not leave the warehouse open and susceptible to strangers coming into the warehouse. || Boom. That's why your door's propped open. He just put a stick in the door.",voxel_only,0.09090909090909091,True,False,True,,
dd6490e5-9b50-4589-ab35-4245c3becc1c.json,Kodiak Point Fabrication/Kodiak Point Fabrication + Voxel - Deployment Sync,efficiency_and_operations,Parking duration monitoring,Track parking duration/dwell time in areas such as the lot or truck wash to understand how long vehicles remain parked.,"Stopping and Starting, Parking, || Truck Wash, curious, || no, we haven't got a parking duration there yet",voxel_only,0.18181818181818182,False,False,False,,
